name,url,stars,rating,price,address,description,equipments,capacity,payment_methods,opening_periods
La Banasterie - Chambres d'hôtes,https://avignon-tourisme.com/offres/la-banasterie-chambres-dhotes-avignon-fr-4143817/,0,,115€,"11, Rue de la Banasterie, 84000 Avignon","Au coeur du centre historique, notre maison d'hôtes du XVIe siècle, classée monument historique au décor soigné vous propose 3 chambres, 2 suites et un appartement, tous équipés de salles de bain privées.","Non accessible en fauteuil roulant,Baignoire,Matériel Bébé,Accès Internet privatif Wifi,Lit 140 cm,Accès Internet privatif Wifi gratuit,Coffre privatif,Douche,Sèche cheveux,Lit 160 cm,Lit bébé,Lit 180 cm",5 Chambre(s),"Carte bancaire/crédit,Espèces",Du 1 février 2025 au 30 novembre 2025 - Ouvert tous les jours
Au Saint Roch - Hôtel et Jardin,https://avignon-tourisme.com/offres/au-saint-roch-hotel-et-jardin-avignon-fr-4143547/,0,,75€,"9, rue Paul Mérindol, 84000 Avignon","L'Hôtel Saint Roch, idéalement situé, proche du centre ville historique dispose de 27 chambres spacieuses au charme authentique donnant sur un agréable jardin bucolique., où l'on peut profiter de prendre son petit déjeuner aux beaux jours.","Non accessible en fauteuil roulant,Baignoire,Non fumeur,Matériel Bébé,Lit 140 cm,Climatisation,Lit 90 cm,Lit 160 cm,Lit bébé,Chambre familiale,Abris pour vélo ou VTT,Bar",7 Chambre(s) double,"Carte bancaire/crédit,Chèque,Chèque-Vacances Classic,Espèces,Chèque-Vacances Connect",Toute l'année 2025 - Ouvert tous les jours
Hôtel Central,https://avignon-tourisme.com/offres/hotel-central-avignon-fr-4143252/,0,,59€,"31 rue de la République, 84000 Avignon","Au cœur de la Cité des Papes, très bien situé, l’Hôtel Central est apprécié pour le charme de ses bâtiments anciens et de ses 37 chambres à la décoration soignée. Une cour intérieure, un rooftop et un bar attenant à l'hôtel accueillent les clients.","Accessible en fauteuil roulant en autonomie,Matériel Bébé,Coffre privatif,Lit bébé,Chambre familiale,Ascenseur,Bar,Terrasse,Climatisation,Accueil nuit,Petit déjeuner,Blanchisserie",2 Chambre(s) pour personne à mobilité réduite,"Carte bancaire/crédit,Chèque-Vacances Classic",Toute l'année 2025 - Ouvert tous les jours
Hôtel Le Colbert,https://avignon-tourisme.com/offres/hotel-le-colbert-avignon-fr-4143166/,0,,114€,"7, rue Agricol Perdiguier, 84000 Avignon","L’Hôtel Le Colbert, au cœur d’Avignon, propose 13 chambres à la décoration chaleureuse et authentique. À 5 min de la gare, il offre Wi-Fi gratuit, climatisation, bagagerie et gardiennage vélo. Il allie confort, authenticité avec un emplacement idéal.","Non accessible en fauteuil roulant,Non fumeur,Matériel Bébé,Accès Internet privatif Wifi,Lit 140 cm,Climatisation,Coffre privatif,Lit 160 cm,Lit bébé,Douche à l'italienne,Lit 180 cm,Terrasse",9 Chambre(s) double,"Carte bancaire/crédit,Chèque,Virement",Du 1 mai 2025 au 18 octobre 2025 - Ouvert tous les jours
Face au Palais - Chambres d'hôtes,https://avignon-tourisme.com/offres/face-au-palais-chambres-dhotes-avignon-fr-4143602/,0,,160€,"13 B Place du Palais, 84000 Avignon","Située dans un jardin secret face au Palais des Papes, maison de grand charme du XVIIIe siècle avec 2 chambres climatisées, une au rez-de-chaussée et une deuxième au premier étage.","Non accessible en fauteuil roulant,Jardin,Mitoyen propriétaire,Parking,Parking payant,Climatisation,Accès Internet Wifi,Animaux non acceptés",2 Chambre(s),Carte bancaire/crédit,Du 2 mars 2025 au 27 novembre 2025 - Ouvert tous les jours
A La Terrasse d'Avignon - Location de vacances,https://avignon-tourisme.com/offres/a-la-terrasse-davignon-location-de-vacances-avignon-fr-4143456/,0,,,"62 rue Joseph Vernet, 84000 Avignon","A l'intérieur des remparts, au centre d'Avignon, ce bel appartement tout équipé pour 4 personnes doté d'une chambre et un canapé convertible avec matelas de qualité, saura vous séduire avec sa terrasse offrant une très belle vue sur le Palais des Papes.","Lit 160 cm,Télévision,Coin cuisine,Accès Internet privatif Wifi,Terrasse,Climatisation,Ménage en fin de séjour",1 Chambre(s),,Toute l'année 2025 - Ouvert tous les jours
Le Complot - Maison privée au coeur d'Avignon,https://avignon-tourisme.com/offres/le-complot-maison-privee-au-coeur-davignon-avignon-fr-4143478/,0,,,"16, Impasse Jean-Pierre Gras, 84000 Avignon","A l’abri des regards, au calme, proche du Palais des Papes, la Maison abrite 3 ravissantes chambres et 80m2 de terrasse ombragée.","Non accessible en fauteuil roulant,Baignoire,Climatisation,Coin cuisine,Lit 160 cm,Douche à l'italienne,Terrasse,Climatisation,Terrasse ombragée,Vidéoprojecteur,Paper board,Ecran",3 Chambre(s),"Carte bancaire/crédit,Chèque",Toute l'année 2025 - Ouvert tous les jours
Appartements des Teinturiers - Location de vacances,https://avignon-tourisme.com/offres/appartements-des-teinturiers-location-de-vacances-avignon-fr-4143230/,0,,,"27 rue des Teinturiers, 84000 Avignon","Au coeur du centre historique, dans la pittoresque rue des Teinturiers, 4 appartements confortables (de 40m2 à 85m2), entièrement équipés pour 2 à 6 personnes, dans un immeuble ancien à proximité de tout commerce.","Non accessible en fauteuil roulant,Cuisine,Lit 140 cm,Réfrigérateur,Chauffage,Lave vaisselle,Micro-ondes,Sèche cheveux,Matériel de repassage,Cuisine américaine,Canapé convertible,Lit 90 cm",17 Personne(s),"Chèque,Espèces,Virement",Toute l'année 2025 - Ouvert tous les jours
La Divine Comédie - Chambres d'hôtes,https://avignon-tourisme.com/offres/la-divine-comedie-chambres-dhotes-avignon-fr-4143434/,0,,345€,"16, impasse Jean-Pierre Gras, 84000 Avignon","Dans le plus grand jardin privé d’Avignon au cœur du centre historique, à deux pas du Palais des Papes, se cache cette maison d’hôtes avec ses 5 suites, de beaux salons privés, un jardin, une orangerie, un espace bien-être et un bassin extérieur.","Non accessible en fauteuil roulant,Baignoire,Non fumeur,Matériel Bébé,Climatisation,Douche,Draps compris,Sèche cheveux,Hébergement insonorisé,Lit bébé,Chaise bébé,Chambre familiale",,"Chèque,Carte bancaire/crédit",Toute l'année 2025 - Ouvert tous les jours
Hôtel Boquier,https://avignon-tourisme.com/offres/hotel-boquier-avignon-fr-4143256/,0,,72€,"6, rue du Portail Boquier, 84000 Avignon","Hôtel de charme de 13 chambres situé dans un immeuble du XVIIIe siècle, au coeur de la ville dans une rue calme proche des remparts et de la gare centre.","Non accessible en fauteuil roulant,Climatisation,Lit bébé,Séjour / Salle à manger,Matériel Bébé,Parking,Parking payant,Climatisation,Abris pour vélo ou VTT,Petit déjeuner,Bagagerie,Accès Internet Wifi",10 Chambre(s) double,"Chèque,Carte bancaire/crédit,Chèque-Vacances Classic",Toute l'année 2025 - Ouvert tous les jours
Hôtel Restaurant GOLDEN TULIP AVIGNON LE PARADOU,https://avignon-tourisme.com/offres/hotel-restaurant-golden-tulip-avignon-le-paradou-avignon-fr-4143551/,0,,79€,"85 Avenue Clément Ader - Zone de l’aéroport, MONTFAVET, 84140 Avignon",Venez poser vos valises dans cet hôtel de charme composé de 98 chambres climatisées tout confort nichées dans un écrin de verdure. Ces chambres au couleurs provençales disposent du WIFI gratuit et d'un écran plat pour répondre à tous les besoins.,Piscine,3 Chambre(s) pour personne à mobilité réduite,"Carte bancaire/crédit,Espèces,Chèque-Vacances Classic",Toute l'année 2025 - Ouvert tous les jours
Garlande Hôtel Avignon Centre,https://avignon-tourisme.com/offres/garlande-hotel-avignon-centre-avignon-fr-4143829/,0,,80€,"20, rue Galante, 84000 Avignon","Charmant établissement de 11 chambres situé en plein cœur d'Avignon, dans une rue piétonne tranquille. Aménagé dans une ancienne maison de ville du 18ème siècle, il arbore une décoration chaleureuse et authentique,","Handicap moteur,Non accessible en fauteuil roulant,Accessible en fauteuil roulant avec aide,Mobilier/Comptoir d'accueil adapté aux personnes en fauteuil roulant,Lit, wc... entre 46-50 cm de haut,Espace de circulation sur le côté du lit,Alarme visuelle avec flash lumineux,Lit bébé,Coffre privatif,Matériel Bébé,Equipements développement durable,Gestion des déchets",1 Chambre(s) pour personne à mobilité réduite,"Carte bancaire/crédit,Paiement en ligne",Du 28 février 2025 au 31 décembre 2025 - Ouvert tous les jours
Chambres d'hôtes Les Faverolles,https://avignon-tourisme.com/offres/chambres-dhotes-les-faverolles-avignon-fr-4143936/,0,,76€,"1043 Avenue des Vertes Rives, 84000 Avignon","Séjournez au calme dans la campagne avignonnaise, à 5 km des remparts, dans une bastide du XIXe siècle. L’établissement propose 3 chambres d’hôtes, dont une suite familiale, et une piscine. Idéal pour découvrir la Provence, ses festivals, ses spécialités.",Piscine,3 Lit(s) simple(s),"Chèque,Carte bancaire/crédit",Toute l'année 2025 - Ouvert tous les jours
Hôtel Kyriad Palais des Papes,https://avignon-tourisme.com/offres/hotel-kyriad-palais-des-papes-avignon-fr-4143338/,0,,69€,"26, Place de l'Horloge, 84000 Avignon","L'hôtel Kyriad Palais des Papes***, situé au cœur d'Avignon propose 38 chambres modernes et confortable à la literie haut de gamme, à quelques pas du Palais des Papes et du Pont d'Avignon.  Réception ouverte 24h/24 et 7j/7 pour répondre à vos besoins.","Accessible en fauteuil roulant avec aide,Accessible en fauteuil roulant en autonomie,Mobilier/Comptoir d'accueil adapté aux personnes en fauteuil roulant,WC + barre d'appui + espace de circulation,Douche avec assise + espace de circulation,Climatisation,Lit bébé,Chambre familiale,Matériel Bébé,Non fumeur,Parking,Parking payant",2 Chambre(s) pour personne à mobilité réduite,"Chèque,Carte bancaire/crédit,Chèque-Vacances Classic,Chèque-Vacances Connect,Virement,Union Pay",Toute l'année 2025 - Ouvert tous les jours
Camping du Pont d'Avignon **** - Terracamps,https://avignon-tourisme.com/offres/camping-du-pont-davignon-terracamps-avignon-fr-4144009/,0,,,"10 Chemin de la Barthelasse, 84000 Avignon","Situé sur l‘île préservée de la Barthelasse, ce camping 4 étoiles vous offre une vue imprenable sur le Palais des Papes et le célèbre Pont d’Avignon. Vous pouvez séjourner en emplacement ou en location climatisée sur un parc boisé de 7,6 hectares.",Piscine,300 Emplacement(s) classé(s),"Chèque,Carte bancaire/crédit,Espèces,Chèque-Vacances Classic",Du 1 mars 2025 au 2 novembre 2025 - Ouvert tous les jours
Hôtel de l'Ile,https://avignon-tourisme.com/offres/hotel-de-lile-avignon-fr-4143708/,0,,56€,"12, chemin de la Barthelasse, Ile de La Barthelasse, 84000 Avignon","Hôtel situé sur l'Ile de la Barthelasse, à la campagne, à deux pas du centre ville d'Avignon. 15 chambres équipés de salles de bains et toilettes. L'hôtel dispose d'un jardin et d'une terrasse pour vos petits déjeuner, ainsi que d'un parking clos.","Non accessible en fauteuil roulant,Matériel Bébé,Lit bébé,Chambre familiale,Abris pour vélo ou VTT,Terrasse,Parking,Jardin,Parking privé,Parking gratuit,Petit déjeuner,Accès Internet Wifi",2 Chambre(s) familiale,"Chèque,Espèces",Du 15 mars 2025 au 30 novembre 2025 - Ouvert tous les jours
Le Mas de l'Ile,https://avignon-tourisme.com/offres/le-mas-de-lile-avignon-fr-4762089/,0,,89€,"1261 Chemin des Canotiers, LE MAS DE L'ILE, 84000 Avignon","Notre mas du XIXe siècle entièrement restauré, situé près d'Avignon, vous propose quatre chambres exceptionnelles  climatisées, petit déjeuner compris.",Piscine,4 Lit(s) simple(s),"Chèque,Espèces,Virement,Paiement en ligne,Apple Pay",Du 14 février 2025 au 21 décembre 2025 - Ouvert tous les jours
La Maison de l'Olivier,https://avignon-tourisme.com/offres/la-maison-de-lolivier-avignon-fr-4625743/,0,,,"32b-34, Rue Louis Pasteur, 84000 Avignon",La Maison de l'Olivier vous accueille au sein de ses quatre appartements tout confort dont 1 avec son jardin privatif. Tous les appartement ont un accès direct à la piscine et au jacuzzi extérieur.,Piscine,4 Chambre(s),"Carte bancaire/crédit,Chèque",Toute l'année 2025 - Ouvert tous les jours
Hotel F1 Avignon Nord,https://avignon-tourisme.com/offres/hotel-f1-avignon-nord-sorgues-fr-4184827/,0,,35€,"135, Avenue Louis Pasteur, 84700 Sorgues","L'hotel F1 classé 1 Etoile en 2022 vous propose 63 chambres à petit prix entièrement rénovées dont 12 chambres Cabrio dotées d'une salle de bain privative.. Profitez de la vue sur le Mont Ventoux et d'Avignon, la cité des Papes, à seulement 8km.","Accessible en fauteuil roulant en autonomie,Place réservée PMR,WC + barre d'appui + espace de circulation,Alarme visuelle avec flash lumineux,Boucle magnétique disponible à l’accueil,Personnel d’accueil sensibilisé à l’accueil des personnes en situation de handicap,Matériel Bébé,Télévision,Terrasse,Climatisation,Parking,Jardin",4 Chambre(s) pour personne à mobilité réduite,"Carte bancaire/crédit,Chèque,Chèque-Vacances Classic",Toute l'année 2025 - Ouvert tous les jours
Maison les Lauriers,https://avignon-tourisme.com/offres/maison-les-lauriers-boulbon-fr-4989117/,0,,,"6 rue de l'enclos, 13150 Boulbon",Appartement à l'étage dans jolie petite maison au cœur du village de Boulbon au pied du Château à proximité de tous les commerces.,"Lit 140 cm,Climatisation,Lave linge privatif,Lave vaisselle,Micro-ondes,Sèche cheveux,Matériel de repassage,Canapé convertible,Lit 90 cm,Lit 160 cm,Cafetière,Télévision",2 Chambre(s),Virement,Toute l'année 2025 - Ouvert tous les jours
Hi Avignon,https://avignon-tourisme.com/offres/hi-avignon-avignon-fr-5358351/,0,,,"17 rue de la République, 84000 Avignon","L’auberge de jeunesse Avignon, située au cœur de la ville, propose des chambres spacieuses et familiales ainsi que des dortoirs pour un séjour convivial et abordable. Profitez d’un bar et d’un patio !",,,,Toute l'année 2025 - Ouvert tous les jours
Les Micocouliers,https://avignon-tourisme.com/offres/les-micocouliers-graveson-fr-5369453/,0,,,"445 Route de Cassoulen, 13690 Graveson","Camping*** situé à 1 km du centre de Graveson propose 116 emplacements (Mobil homes et lodges, emplacements pour caravanes, tentes ou camping-cars, ). Piscine et pataugeoire, aire de jeux pour enfants avec structure gonflable, terrain de pétanque ...",Piscine,116 Emplacement(s) classé(s),"Carte bancaire/crédit,Chèque,Chèque-Vacances Classic,Espèces",Du 15 mars 2025 au 15 octobre 2025 - Ouvert tous les jours
Hôtel Le Prieuré  - Baumanière,https://avignon-tourisme.com/offres/hotel-le-prieure-baumaniere-villeneuve-les-avignon-fr-4143106/,0,,,"7 place du Chapitre, 30400 Villeneuve-lès-Avignon","A deux pas du centre d’Avignon, Le Prieuré-Baumanière, 5 étoiles Relais & Châteaux, dispose de tous les atouts pour vous combler...",Piscine,3 Chambre(s) pour personne à mobilité réduite,"Carte bancaire/crédit,Espèces,Paiement en ligne",Du 12 avril 2025 au 29 octobre 2025 - Ouvert tous les jours
Hôtel Ibis Budget Avignon Nord,https://avignon-tourisme.com/offres/hotel-ibis-budget-avignon-nord-le-pontet-fr-4762098/,0,,60€,"643 Avenue de Fontvert, ZI Saint-Tronquet, 84130 Le Pontet","Au cœur de la Provence, l'Ibis Budget Avignon nord le Pontet, offre un accès rapide aux plus beaux sites touristiques. En plus de son parking spacieux et sécurisé, l'hôtel vous propose des chambres 100% rénovées à prix malin de 1 à 4 personnes.","Accessible en fauteuil roulant en autonomie,Matériel Bébé,Accès Internet privatif Wifi,Climatisation,Télévision,Lit bébé,Chambre familiale,Terrasse,Parking,Parking autocar,Parking privé,Animaux acceptés",3 Chambre(s) pour personne à mobilité réduite,"Carte bancaire/crédit,Chèque-Vacances Classic",Toute l'année 2025 - Ouvert tous les jours
Le Cloître du Couvent - Appartement,https://avignon-tourisme.com/offres/le-cloitre-du-couvent-appartement-villeneuve-les-avignon-fr-4143703/,0,,,"37 rue des Récollets, 30400 Villeneuve-lès-Avignon","Centre historique donnant sur jardin intérieur arboré, ancien couvent du 17ème siècle","Non accessible en fauteuil roulant,Aspirateur,Non fumeur,Matériel Bébé,Accès Internet privatif Wifi,Cuisine,Lave linge privatif,Lave vaisselle,Réfrigérateur,Sèche cheveux,Télévision,Balcon",2 Chambre(s),Chèque,Du 1 mars 2025 au 15 novembre 2025 - Ouvert tous les jours
Hôtel  Le Clément V,https://avignon-tourisme.com/offres/hotel-le-clement-v-roquemaure-fr-4143332/,0,,88€,"6 rue Pierre Sémard, 30150 Roquemaure","Logis Hôtel LE CLEMENTV, 2 étoiles, comprenant 20 chambres avec une salle de petit-déjeuner  pour nos clients. Un parking, une piscine, une borne électrique, une terrasse ombragée pour l'été.",Piscine,4 Chambre(s) double,"Carte bancaire/crédit,Chèque,Chèque-Vacances Classic,Espèces,Chèque-Vacances Connect,Paiement sans contact",Toute l'année 2025 - Ouvert tous les jours
Hôtel Le Ya'Tis,https://avignon-tourisme.com/offres/hotel-le-yatis-saint-laurent-des-arbres-fr-4164861/,0,,97€,"112 Avenue des Grenaches, Parc du Tésan, 30126 Saint-Laurent-des-Arbres","Situé à  Saint-Laurent-Des-Arbres à 15mn d'Avignon, l'hôtel Le Ya'tis propose 55 chambres confortables et fonctionnelles, petit déjeuner, soirée étape en semaine, salle de séminaire, groupe.","Accessible en fauteuil roulant en autonomie,Sèche cheveux,Lit bébé,Chambre familiale,Télévision,Matériel Bébé,Jardin,Parking gratuit,Parking privé,Parking autocar,Parking,Terrasse",2 Chambre(s) pour personne à mobilité réduite,"Carte bancaire/crédit,Espèces,Chèque-Vacances Classic",Toute l'année 2025 - Ouvert tous les jours
Logis Hôtel La Bastide d'Entraigues,https://avignon-tourisme.com/offres/logis-hotel-la-bastide-dentraigues-entraigues-sur-la-sorgue-fr-4143375/,0,,,"175 Avenue du Général Charles de Gaulle, 84320 Entraigues-sur-la-Sorgue","Dans le village d'Entraigues-sur-la-Sorgue, à - de 10 min d'Avignon, le LOGIS LA BASTIDE D'ENTRAIGUES invite à un séjour détente avec ses 19 chambres contemporaines et  climatisées, sa piscine, son solarium et son jardin.",Piscine,1 Chambre(s) pour personne à mobilité réduite,"Carte bancaire/crédit,Chèque-Vacances Classic,Espèces,Titre Restaurant,Chèque-Vacances Connect,Paiement sans contact",
L'avant scène,https://avignon-tourisme.com/offres/lavant-scene-le-pontet-fr-4144052/,0,,,"111 avenue Charles de Gaulle - Résidence Plein Ciel - 84130 LE PONTET, 84130 Le Pontet","Atelier d artiste transformé en loft de luxe  classé ""Meublé de Tourisme 5 étoiles"" avec grande terrasse, proche des  remparts d Avignon.","Non accessible en fauteuil roulant,Climatisation,Lit bébé,Accès Internet privatif Wifi,Matériel Bébé,Borne de recharge pour 2 roues électriques,Parking gratuit,Parking privé,Parking,Terrasse,Abris pour vélo ou VTT,Animaux acceptés",1 Lit(s) double(s),"Chèque,Carte bancaire/crédit",Toute l'année 2025 - Ouvert tous les jours
Hostellerie du Château des Fines Roches,https://avignon-tourisme.com/offres/hostellerie-du-chateau-des-fines-roches-chateauneuf-du-pape-fr-4148187/,0,,99€,"1901 Route de Sorgues, 84230 Châteauneuf-du-Pape","Château de charme 4 étoiles avec 11 chambres, idéalement situé entre Avignon et Orange. Profitez du cadre authentique, d’un service dédié et de nombreuses opportunités pour découvrir la Provence, alliant élégance, confort et art de vivre.",Piscine,1 Chambre(s) pour personne à mobilité réduite,"Carte bancaire/crédit,Chèque,Espèces,Virement",Du 1 janvier 2025 au 23 décembre 2025 - Ouvert tous les jours
Le Mas des Amandiers,https://avignon-tourisme.com/offres/le-mas-des-amandiers-graveson-fr-4164500/,0,,84€,"112 Impasse des Amandiers, 13690 Graveson","Au cœur des Alpilles, cet hôtel 3 étoiles de 29 chambres climatisées vous offre calme et bien-être. Profitez d’une piscine, d’un jardin arboré, d’un bar et d’un restaurant sur site. WiFi, parking clos gratuit et terrasses privatives en RDC.",Piscine,1 Chambre(s) pour personne à mobilité réduite,"Carte bancaire/crédit,Espèces,Chèque-Vacances Classic",Toute l'année 2025 - Ouvert tous les jours
La Garance en Provence,https://avignon-tourisme.com/offres/la-garance-en-provence-le-thor-fr-4179771/,0,,5700€,"4010 Route de Saint-Saturnin d'Avignon, 84250 Le Thor","Proche d'Avignon et aux portes du Luberon, en pleine campagne, cet ancien Relais de Poste du XVIIe siècle bénéficie d'une vue sur le Château de Thouzon, d'une piscine à débordement de 17 mètres, avec 6 chambres et 6 salles de bains de grand confort.",Piscine,2 Lit(s) simple(s),"Chèque,Virement",Toute l'année 2025 - Ouvert tous les jours
Hôtel Castel Mouisson,https://avignon-tourisme.com/offres/hotel-castel-mouisson-barbentane-fr-4168193/,0,,80€,"247 Chemin Sous Les Roches, 13570 Barbentane","Hôtel de 17 chambres en campagne dans un parc ombragé avec piscine et parking privé, situé à 4 km d'Avignon et 15 km de St Rémy de Provence. Petite restauration et snacking.",Piscine,37 Personne(s),"Carte bancaire/crédit,Chèque,Chèque-Vacances Classic,Espèces",Lundi
La Maison de Jade,https://avignon-tourisme.com/offres/la-maison-de-jade-entraigues-sur-la-sorgue-fr-4793308/,0,,,"10 place des Chardonnerets, 84320 Entraigues-sur-la-Sorgue","Au coeur d'un lotissement d'Entraigues sur Sorgues, La Maison de Jade est parfaitement située, au calme, avec jardin clos, piscine et abris vélos. Proche de la gare, des axes routiers menant sur Avignon et Carpentras, et des parcours vélo et pédestres.",Piscine,3 Lit(s) simple(s),Chèque,
Le Cloître du Couvent - Studio,https://avignon-tourisme.com/offres/le-cloitre-du-couvent-studio-villeneuve-les-avignon-fr-4143550/,0,,,"35 rue des Récollets, 30400 Villeneuve-lès-Avignon","Centre historique donnant sur jardin intérieur arboré, ancien couvent du 17eme siècle","Non accessible en fauteuil roulant,Non fumeur,Matériel Bébé,Accès Internet privatif Wifi,Cuisine,Congélateur,Draps compris,Four,Lave linge privatif,Réfrigérateur,Sèche cheveux,Télévision",1 Chambre(s),Chèque,Du 1 mars 2025 au 15 novembre 2025 - Ouvert tous les jours
Hôtel Le Saint Louis,https://avignon-tourisme.com/offres/hotel-le-saint-louis-le-thor-fr-4146083/,0,,,"4 Allée de la Sauge, 84250 Le Thor","À 3 km de l’Isle-sur-la-Sorgue, l’hôtel Saint Louis offre 38 chambres climatisées, Wi-Fi gratuit, piscine 20x10m et un cadre paisible. Idéal pour un séjour calme et reposant.",Piscine,23 Chambre(s) double,"Carte bancaire/crédit,Espèces,Chèque-Vacances Classic,Chèque-Vacances Connect,Virement",Du 6 janvier 2025 au 26 décembre 2025 - Ouvert tous les jours
La Bastide de Boulbon,https://avignon-tourisme.com/offres/la-bastide-de-boulbon-boulbon-fr-4159000/,0,,180€,"1 chemin de la Lône, 13150 Boulbon","Petit village provençal, Boulbon abrite un hôtel de charme au pied de la Montagnette. Cette bastide de 1850, rénovée avec soin a 8 chambres et un accueil intimiste, discret et personnalisé, idéal pour un séjour d'exception alliant calme et authenticité.",Piscine,1 Chambre(s) pour personne à mobilité réduite,"Carte bancaire/crédit,Espèces,Virement",Du 11 avril 2025 au 13 octobre 2025 - Ouvert tous les jours
Camping Sandaya Ile des Papes,https://avignon-tourisme.com/offres/camping-sandaya-ile-des-papes-villeneuve-les-avignon-fr-4143236/,0,,,"1497 Route Départementale 780, Quartier de l'Islon - Barrage de Villeneuve, 30400 Villeneuve-lès-Avignon","Sur une île privée de 20 hectares, l’Ile des Papes est un camping international, idéal pour un séjour familial avec de jeunes enfants.",Piscine,391 Emplacement(s) classé(s),"Carte bancaire/crédit,Chèque-Vacances Classic,Espèces",Du 11 avril 2025 au 28 septembre 2025 - Ouvert tous les jours
Dans un Jardin en Provence,https://avignon-tourisme.com/offres/dans-un-jardin-en-provence-saint-saturnin-les-avignon-fr-4144082/,0,,,"341 route du Puy, 84450 Saint-Saturnin-lès-Avignon","Détendez-vous en toute intimité dans ce logement unique et tranquille.  Une parenthèse dans la verdure.  À proximité immédiate d'Avignon, de l'Isle sur la Sorgues, du mont Ventoux et des villages de caractère du Luberon.",Piscine,2 Lit(s) double(s),"Carte bancaire/crédit,Chèque",Du 1 février 2025 au 31 décembre 2025 - Ouvert tous les jours
Camping Les Avignon - Vivacamp La Laune,https://avignon-tourisme.com/offres/camping-les-avignon-vivacamp-la-laune-villeneuve-les-avignon-fr-4335975/,0,,,"Chemin Saint-Honoré, 30400 Villeneuve-lès-Avignon","Véritable écrin de verdure et de calme, le camping est situé à quelques pas du centre de Villeneuve lez Avignon et à seulement quelques minutes d'Avignon. Il est parfait pour découvrir les monuments classés au patrimoine mondial de l'UNESCO.","Animations de soirées,Animation,Animation enfants,Lave linge collectif,Sèche linge collectif,Matériel Bébé,Restaurant,Parking privé,Parking autocar,Barrière automatique,Parking,Bar",126 Emplacement(s) classé(s),"Chèque,Carte bancaire/crédit,Espèces,Chèque-Vacances Classic",Du 1 mars 2025 au 31 octobre 2025 - Ouvert tous les jours
Camping la Montagne,https://avignon-tourisme.com/offres/camping-la-montagne-sorgues-fr-4165361/,0,,,"944 chemin de la Montagne, 84700 Sorgues","Camping **** , familial, situé au cœur de la Provence et du Luberon. 50 emplacements ombragés, espace aquatique chauffé avec toboggans et jacuzzi.",Piscine,50 Emplacement(s) classé(s),"Carte bancaire/crédit,Chèque-Vacances Classic",Du 24 mars 2025 au 3 novembre 2025 - Ouvert tous les jours
Chambres d'hôtes Domaine des Lavarines,https://avignon-tourisme.com/offres/chambres-dhotes-domaine-des-lavarines-morieres-les-avignon-fr-4143370/,0,,,"791 Chemin des Lavarines, 84310 Morières-lès-Avignon",Chambres d'hôtes entre vignes et oliviers avec piscine et sauna,Piscine,3 Lit(s) double(s),"Carte bancaire/crédit,Chèque",Toute l'année 2025 - Fermé le dimanche
Le Cloître du Couvent - Chambre d'hôtes,https://avignon-tourisme.com/offres/le-cloitre-du-couvent-chambre-dhotes-villeneuve-les-avignon-fr-4143267/,0,,,"37 rue des Récollets, 30400 Villeneuve-lès-Avignon",Centre historique donnant sur jardin intérieur arboré ancien couvent du 17eme siècle.,"Non accessible en fauteuil roulant,Non fumeur,Matériel Bébé,Accès Internet privatif Wifi,Draps compris,Télévision,Lit bébé,Chambre familiale,Linge compris,Entrée commune,Boulodrome / Terrain de pétanque / Terrain de boule de fort,Jardin",1 Chambre(s),Chèque,Du 1 mars 2025 au 15 novembre 2025 - Ouvert tous les jours
La Villa d'Ambre : Domaine de Mordorée,https://avignon-tourisme.com/offres/la-villa-dambre-domaine-de-mordoree-tavel-fr-4146128/,0,,,"250 Chemin des Oliviers, 30126 Tavel",Location saisonnière de 2 à 12 personnes.,Piscine,6 Lit(s) double(s),"Carte bancaire/crédit,Chèque,Espèces,Virement",Toute l'année 2025 - Ouvert tous les jours
Mas des Pampres,https://avignon-tourisme.com/offres/mas-des-pampres-cabannes-fr-4184488/,0,,4200€,"2bis Avenue de Verdun, 13440 Cabannes","Au cœur du village, superbe maison de maître de 1880 avec 7 chambres, sur un terrain clos de 5000 m². Platanes, haies vives, pelouse et piscine chauffée offrent un cadre exceptionnel.",Piscine,7 Chambre(s),"Carte bancaire/crédit,Chèque,Chèque-Vacances Classic,Espèces,Virement",Du 6 janvier 2025 au 31 décembre 2025 - Ouvert tous les jours
Gîtes BLANCHE FLEUR,https://avignon-tourisme.com/offres/gites-blanche-fleur-chateauneuf-de-gadagne-fr-5313139/,0,,,"401 Chemin du Moulin Neuf, 84470 Châteauneuf-de-Gadagne","Domaine provençal, en bord de rivière, abritant plusieurs appartements. Domaine avec piscine et salle de réception.",Piscine,13 Chambre(s),"Carte bancaire/crédit,Paiement en ligne",Toute l'année 2025 - Ouvert tous les jours
Novotel Avignon Nord,https://avignon-tourisme.com/offres/novotel-avignon-nord-sorgues-fr-4157559/,0,,120€,"135 avenue Louis Pasteur, 84700 Sorgues",".À 10 min du centre-ville, notre hôtel**** tout confort, dispose de 100 belles chambres spacieuses et d'un restaurant le ""Confidentiel"" à l’atmosphère chaleureuse.",Piscine,2 Chambre(s) pour personne à mobilité réduite,"Chèque,Carte bancaire/crédit,Chèque-Vacances Classic",Toute l'année 2025 - Ouvert tous les jours
